month,incident_zip,response_time_hours
2020-01,10000.0,92.69796296296296
2020-01,10001.0,196.24041907728827
2020-01,10002.0,155.19511560457516
2020-01,10003.0,176.38697872434537
2020-01,10004.0,60.83554882737409
2020-01,10005.0,63.470904605263165
2020-01,10006.0,131.28956304619226
2020-01,10007.0,116.14210822510823
2020-01,10009.0,140.41539651837522
2020-01,10010.0,278.13703101030023
2020-01,10011.0,185.7942157035471
2020-01,10012.0,175.50785760428204
2020-01,10013.0,130.9326790471713
2020-01,10014.0,179.5845283018868
2020-01,10016.0,126.88223256635382
2020-01,10017.0,304.5514890350877
2020-01,10018.0,187.89805476641413
2020-01,10019.0,147.2900380038004
2020-01,10020.0,498.50425925925924
2020-01,10021.0,150.93691160372194
2020-01,10022.0,177.4248823582036
2020-01,10023.0,146.8310823092678
2020-01,10024.0,134.13219739455542
2020-01,10025.0,133.1974918688467
2020-01,10026.0,140.80777178257395
2020-01,10027.0,130.1672537878788
2020-01,10028.0,130.76005308183878
2020-01,10029.0,106.31163852498787
2020-01,10030.0,131.91671855493132
2020-01,10031.0,96.06435391951618
2020-01,10032.0,134.0163530027933
2020-01,10033.0,133.52127082292188
2020-01,10034.0,135.25141297366733
2020-01,10035.0,122.57835590756045
2020-01,10036.0,228.1529424157303
2020-01,10037.0,107.54971558872305
2020-01,10038.0,80.58697860481841
2020-01,10039.0,128.1231005892256
2020-01,10040.0,119.21175916350684
2020-01,10041.0,251.56965277777778
2020-01,10044.0,99.84869883040936
2020-01,10045.0,35.85861111111111
2020-01,10065.0,181.71607739665788
2020-01,10069.0,121.90222222222222
2020-01,10075.0,153.98618992695117
2020-01,10103.0,38.09034722222222
2020-01,10105.0,103.34796296296297
2020-01,10110.0,12.721666666666666
2020-01,10118.0,437.9333796296296
2020-01,10119.0,448.7636111111111
2020-01,10120.0,635.3035416666667
2020-01,10121.0,443.18600574712644
2020-01,10123.0,6.735722222222222
2020-01,10128.0,166.36153787878789
2020-01,10151.0,2.854722222222222
2020-01,10152.0,16.92888888888889
2020-01,10154.0,3.1352777777777776
2020-01,10155.0,4.200555555555556
2020-01,10162.0,14.369305555555556
2020-01,10165.0,357.9757638888889
2020-01,10166.0,0.44055555555555553
2020-01,10168.0,799.7796666666666
2020-01,10169.0,7.814783950617285
2020-01,10170.0,85.35
2020-01,10171.0,127.29777777777778
2020-01,10172.0,16.50138888888889
2020-01,10173.0,47.89472222222222
2020-01,10177.0,654.2323611111111
2020-01,10178.0,108.91324074074073
2020-01,10271.0,1996.1293055555557
2020-01,10278.0,307.92284722222223
2020-01,10279.0,23.529884259259262
2020-01,10280.0,177.6625664251208
2020-01,10281.0,328.97020833333335
2020-01,10282.0,37.062092013888886
2020-01,10301.0,124.53797357132973
2020-01,10302.0,183.11683274021354
2020-01,10303.0,120.12356097961867
2020-01,10304.0,126.28501464128843
2020-01,10305.0,107.7617093639576
2020-01,10306.0,103.84597975583371
2020-01,10307.0,157.92224666666667
2020-01,10308.0,120.51071910695742
2020-01,10309.0,121.88338762386675
2020-01,10310.0,108.77370065120066
2020-01,10312.0,108.50485553004211
2020-01,10314.0,100.64833309073265
2020-01,10451.0,158.97118848653668
2020-01,10452.0,186.8384341551988
2020-01,10453.0,211.33940049751246
2020-01,10454.0,171.23428090766822
2020-01,10455.0,139.82879278728606
2020-01,10456.0,169.98040313028764
2020-01,10457.0,151.5365578713755
2020-01,10458.0,198.25076544272326
2020-01,10459.0,201.44503980266845
2020-01,10460.0,173.56244185597282
2020-01,10461.0,148.21784691719537
2020-01,10462.0,139.99461834094367
2020-01,10463.0,154.26526894669234
2020-01,10464.0,155.9540972222222
2020-01,10465.0,121.27832842931203
2020-01,10466.0,148.35020609318997
2020-01,10467.0,254.35452351313967
2020-01,10468.0,200.1753058741745
2020-01,10469.0,158.99251011446617
2020-01,10470.0,162.1229556898288
2020-01,10471.0,72.61824558461882
2020-01,10472.0,132.30296261170122
2020-01,10473.0,123.72492902850495
2020-01,10474.0,250.5403156199678
2020-01,10475.0,88.29427879714576
2020-01,11001.0,151.1163621794872
2020-01,11004.0,378.5880906148867
2020-01,11005.0,25.450648148148147
2020-01,11040.0,345.4349154589372
2020-01,11101.0,130.70061774153695
2020-01,11102.0,136.6715639897323
2020-01,11103.0,121.83991916354556
2020-01,11104.0,162.00720579174367
2020-01,11105.0,185.88234645669291
2020-01,11106.0,145.16403370596205
2020-01,11109.0,127.56658950617283
2020-01,11201.0,113.31828385228094
2020-01,11203.0,149.8494816272966
2020-01,11204.0,133.69903855162076
2020-01,11205.0,131.0761975308642
2020-01,11206.0,151.2434257322176
2020-01,11207.0,150.97827284439416
2020-01,11208.0,170.22730409356726
2020-01,11209.0,94.48385920528908
2020-01,11210.0,151.71619341563786
2020-01,11211.0,159.77609709480123
2020-01,11212.0,118.31199125443057
2020-01,11213.0,122.69826310610127
2020-01,11214.0,97.45126554292173
2020-01,11215.0,157.8779819488258
2020-01,11216.0,123.28857175171913
2020-01,11217.0,165.67564824350612
2020-01,11218.0,151.11247443622753
2020-01,11219.0,136.21438257101084
2020-01,11220.0,130.84142161616163
2020-01,11221.0,131.23327155172413
2020-01,11222.0,164.53821812736828
2020-01,11223.0,162.5934818644346
2020-01,11224.0,109.77485648148148
2020-01,11225.0,99.63599147121535
2020-01,11226.0,115.66098676412486
2020-01,11228.0,105.85788215236194
2020-01,11229.0,148.14685742070617
2020-01,11230.0,128.84700523135868
2020-01,11231.0,150.74651997976733
2020-01,11232.0,111.621716872428
2020-01,11233.0,129.99518320156423
2020-01,11234.0,289.90596341280553
2020-01,11235.0,149.44807911506012
2020-01,11236.0,124.12542213297635
2020-01,11237.0,169.88000512677107
2020-01,11238.0,146.09983122652744
2020-01,11239.0,116.09203142536477
2020-01,11242.0,21.766666666666666
2020-01,11249.0,153.2881222018722
2020-01,11354.0,173.09896408460375
2020-01,11355.0,183.97923324601615
2020-01,11356.0,88.7354377921611
2020-01,11357.0,191.9440646853147
2020-01,11358.0,173.39334803325224
2020-01,11359.0,0.029583333333333336
2020-01,11360.0,246.84378033205618
2020-01,11361.0,208.88934901158828
2020-01,11362.0,232.62699735449735
2020-01,11363.0,139.4327494855967
2020-01,11364.0,221.25822406529753
2020-01,11365.0,180.05775405298536
2020-01,11366.0,147.2808698689018
